,year,month,day,num1,num2,num3,num4,num5,num6,numzz
1250,1979,09,29,11,12,15,23,29,44,
1251,1979,10,06,4,16,17,18,19,42,
1252,1979,10,13,11,18,22,26,43,45,
1253,1979,10,20,22,23,24,25,34,38,
1254,1979,10,27,1,12,17,19,20,38,
1255,1979,11,03,9,10,14,29,37,48,
1256,1979,11,10,1,2,22,36,41,49,
1257,1979,11,17,1,5,14,22,36,40,
1258,1979,11,24,5,6,11,14,16,26,
1259,1979,12,01,8,15,28,32,34,40,
1260,1979,12,08,14,15,20,22,23,28,
1261,1979,12,15,3,14,26,31,43,45,
1262,1979,12,22,5,8,16,23,35,46,
1263,1979,12,29,7,8,9,26,35,48,
1264,1980,01,05,5,11,16,18,19,35,
1265,1980,01,12,19,23,28,30,31,49,
1266,1980,01,19,1,3,18,30,31,39,
1267,1980,01,26,2,18,25,27,45,49,
1268,1980,02,02,13,21,26,27,44,47,
1269,1980,02,09,8,16,17,29,36,37,
1270,1980,02,16,1,5,30,33,35,37,
1271,1980,02,23,1,13,21,26,43,49,
1272,1980,03,01,16,21,28,39,40,48,
1273,1980,03,08,14,15,35,40,43,46,
1274,1980,03,15,1,5,9,33,41,43,
1275,1980,03,22,11,14,19,27,30,33,
1276,1980,03,29,16,19,27,40,42,43,
1277,1980,04,05,14,17,32,34,36,41,
1278,1980,04,12,3,13,15,19,20,21,
1279,1980,04,19,3,10,11,24,25,41,
1280,1980,04,26,5,11,13,39,42,49,
1281,1980,05,03,9,10,18,19,27,47,
1282,1980,05,10,14,17,21,26,43,46,
1283,1980,05,17,2,16,21,26,33,36,
1284,1980,05,24,1,5,11,14,33,38,
1285,1980,05,31,2,3,17,25,33,48,
1286,1980,06,07,7,10,28,42,43,45,
1287,1980,06,14,9,28,41,42,45,47,
1288,1980,06,21,11,20,25,29,41,47,
1289,1980,06,28,3,5,10,13,24,44,
1290,1980,07,05,13,15,16,25,26,32,
1291,1980,07,12,1,4,11,15,25,31,
1292,1980,07,19,15,21,28,32,40,43,
1293,1980,07,26,11,20,29,38,44,49,
1294,1980,08,02,3,8,34,39,41,47,
1295,1980,08,09,19,27,29,32,34,46,
1296,1980,08,16,8,21,22,23,42,43,
1297,1980,08,23,4,16,17,28,38,42,
1298,1980,08,30,6,11,14,25,28,35,
1299,1980,09,06,12,23,25,36,42,47,
1300,1980,09,13,11,12,19,34,37,41,
1301,1980,09,20,2,6,12,23,32,43,
1302,1980,09,27,13,21,22,33,45,48,
1303,1980,10,04,10,12,29,30,37,46,
1304,1980,10,11,18,22,28,31,35,49,
1305,1980,10,18,4,8,17,31,37,48,
1306,1980,10,25,5,7,8,21,23,40,
1307,1980,11,01,19,21,22,26,27,32,
1308,1980,11,08,12,13,15,16,30,36,
1309,1980,11,15,1,9,16,21,25,44,
1310,1980,11,22,5,21,26,30,31,45,
1311,1980,11,29,2,10,25,30,38,41,
1312,1980,12,06,12,14,36,38,42,49,
1313,1980,12,13,4,8,18,33,47,49,
1314,1980,12,20,3,6,8,32,33,40,
1315,1980,12,27,4,14,16,21,27,43,
1316,1981,01,03,6,12,19,22,31,40,
1317,1981,01,10,20,27,29,32,41,45,
1318,1981,01,17,23,28,29,34,38,46,
1319,1981,01,24,1,10,21,37,39,45,
1320,1981,01,31,11,12,24,31,42,48,
1321,1981,02,07,4,12,31,34,47,48,
1322,1981,02,14,17,20,22,33,34,45,
1323,1981,02,21,4,18,33,44,46,48,
1324,1981,02,28,7,9,20,22,26,29,
1325,1981,03,07,2,7,30,34,35,42,
1326,1981,03,14,8,10,11,21,27,48,
1327,1981,03,21,2,3,9,21,27,31,
1328,1981,03,28,6,15,18,23,36,47,
1329,1981,04,04,8,11,17,19,28,33,
1330,1981,04,11,2,19,27,28,37,39,
1331,1981,04,18,6,28,37,42,46,49,
1332,1981,04,25,2,14,26,27,43,47,
1333,1981,05,02,7,21,23,40,44,49,
1334,1981,05,09,5,6,18,27,29,32,
1335,1981,05,16,9,16,25,27,35,39,
1336,1981,05,23,25,30,35,41,44,48,
1337,1981,05,30,5,7,22,38,41,49,
1338,1981,06,06,12,13,18,29,33,45,
1339,1981,06,13,6,10,15,18,20,29,
1340,1981,06,20,7,10,23,34,36,43,
1341,1981,06,27,5,21,26,30,35,47,
1342,1981,07,04,7,11,29,30,35,48,
1343,1981,07,11,4,7,9,34,40,44,
1344,1981,07,18,7,15,23,25,32,46,
1345,1981,07,25,1,3,37,38,42,49,
1346,1981,08,01,1,5,14,16,18,48,
1347,1981,08,08,4,7,9,11,42,48,
1348,1981,08,15,17,21,23,24,32,35,
1349,1981,08,22,15,25,30,34,41,42,
1350,1981,08,29,2,12,14,34,36,48,
1351,1981,09,05,25,27,28,34,45,49,
1352,1981,09,12,1,2,15,30,33,34,
1353,1981,09,19,1,16,20,33,36,37,
1354,1981,09,26,4,8,30,33,45,48,
1355,1981,10,03,4,19,21,32,36,42,
1356,1981,10,10,11,15,18,33,38,48,
1357,1981,10,17,5,11,17,18,37,40,
1358,1981,10,24,3,10,37,38,43,49,
1359,1981,10,31,10,12,17,24,27,32,
1360,1981,11,07,1,2,10,20,26,37,
1361,1981,11,14,5,7,20,31,35,46,
1362,1981,11,21,14,17,25,35,45,46,
1363,1981,11,28,4,10,15,18,21,31,
1364,1981,12,05,17,23,28,42,47,48,
1365,1981,12,12,14,25,30,35,40,44,
1366,1981,12,19,1,21,22,23,30,47,
1367,1981,12,26,4,6,11,19,20,49,
1368,1982,01,02,2,15,21,24,34,37,
1369,1982,01,09,22,26,28,33,44,46,
1370,1982,01,16,8,19,21,25,34,48,
1371,1982,01,23,8,12,26,27,39,45,
1372,1982,01,30,14,19,23,24,25,31,
1373,1982,02,06,1,7,14,40,41,47,
1374,1982,02,13,4,21,28,30,36,39,
1375,1982,02,20,2,12,16,17,33,49,
1376,1982,02,27,8,11,24,32,46,47,
1377,1982,03,06,24,27,28,31,35,36,
1378,1982,03,13,9,11,25,28,41,48,
1379,1982,03,20,7,10,14,36,40,48,
1380,1982,03,27,25,27,38,39,41,47,
1381,1982,04,03,6,26,32,37,42,48,
1382,1982,04,10,5,18,21,26,41,42,
1383,1982,04,17,6,13,23,35,37,39,
1384,1982,04,24,5,12,22,35,38,42,
1385,1982,05,01,3,13,17,19,22,40,
1386,1982,05,08,5,12,18,24,33,39,
1387,1982,05,15,7,14,18,31,32,38,
1388,1982,05,22,10,14,17,22,37,38,
1389,1982,05,29,3,4,10,12,23,33,
1390,1982,06,05,3,5,11,13,21,27,
1391,1982,06,12,1,3,12,20,33,37,
1392,1982,06,19,1,2,6,11,22,48,
1393,1982,06,26,7,11,13,14,21,35,
1394,1982,07,03,1,7,13,16,37,39,
1395,1982,07,10,1,12,14,21,29,46,
1396,1982,07,17,21,27,28,37,39,44,
1397,1982,07,24,5,13,26,31,33,38,
1398,1982,07,31,18,19,21,28,34,38,
1399,1982,08,07,2,14,38,41,46,49,
1400,1982,08,14,2,8,17,24,28,37,
1401,1982,08,21,6,17,21,34,35,39,
1402,1982,08,28,4,11,16,27,28,41,
1403,1982,09,04,1,10,28,30,34,35,
1404,1982,09,11,1,4,16,20,31,42,
1405,1982,09,18,6,7,21,25,33,48,
1406,1982,09,25,10,16,26,42,44,48,
1407,1982,10,02,3,5,20,33,37,47,
1408,1982,10,09,2,18,34,36,38,44,
1409,1982,10,16,2,19,25,28,40,47,
1410,1982,10,23,3,10,15,27,42,45,
1411,1982,10,30,9,14,22,23,38,44,
1412,1982,11,06,10,11,20,25,35,47,
1413,1982,11,13,9,19,20,27,30,39,
1414,1982,11,20,6,13,28,29,32,48,
1415,1982,11,27,2,13,17,22,36,45,
1416,1982,12,04,3,27,30,38,44,46,
1417,1982,12,11,15,18,27,31,33,35,
1418,1982,12,18,11,17,24,25,36,46,
1419,1982,12,25,10,16,20,21,22,44,
1420,1983,01,01,6,7,9,12,29,48,
1421,1983,01,08,5,6,16,20,28,41,
1422,1983,01,15,2,4,24,34,37,42,
1423,1983,01,22,1,4,9,10,38,48,
1424,1983,01,29,6,10,19,30,43,47,
1425,1983,02,05,2,19,38,43,44,47,
1426,1983,02,12,6,13,17,19,33,44,
1427,1983,02,19,3,12,22,26,29,39,
1428,1983,02,26,5,13,17,36,44,48,
1429,1983,03,05,18,20,26,27,37,39,
1430,1983,03,12,1,15,29,31,32,44,
1431,1983,03,19,9,22,34,37,45,48,
1432,1983,03,26,1,7,11,26,27,42,
1433,1983,04,02,4,5,15,32,39,46,
1434,1983,04,09,8,18,35,40,42,46,
1435,1983,04,16,6,10,12,15,32,44,
1436,1983,04,23,4,12,30,32,34,39,
1437,1983,04,30,2,18,33,38,39,47,
1438,1983,05,07,6,9,21,38,44,49,
1439,1983,05,14,5,13,20,42,43,44,
1440,1983,05,21,1,2,20,23,32,35,
1441,1983,05,28,9,11,17,24,35,43,
1442,1983,06,04,1,9,15,35,38,44,
1443,1983,06,11,8,26,36,38,40,46,
1444,1983,06,18,2,16,21,27,37,48,
1445,1983,06,25,4,5,31,32,33,48,
1446,1983,07,02,2,8,14,24,27,34,
1447,1983,07,09,11,21,26,32,33,44,
1448,1983,07,16,8,37,39,41,46,48,
1449,1983,07,23,3,16,27,44,46,48,
1450,1983,07,30,8,25,38,41,42,49,
1451,1983,08,06,14,15,31,32,45,47,
1452,1983,08,13,3,9,18,41,47,49,
1453,1983,08,20,8,10,29,36,47,49,
1454,1983,08,27,3,18,19,27,41,47,
1455,1983,09,03,4,13,17,24,35,37,
1456,1983,09,10,6,27,31,41,45,46,
1457,1983,09,17,2,8,25,34,41,49,
1458,1983,09,24,7,11,13,19,23,30,
1459,1983,10,01,1,11,15,16,20,33,
1460,1983,10,08,3,19,20,27,33,47,
1461,1983,10,15,7,9,12,20,33,46,
1462,1983,10,22,1,6,13,21,30,37,
1463,1983,10,29,9,19,21,29,44,46,
1464,1983,11,05,13,15,24,30,43,47,
1465,1983,11,12,2,23,27,30,46,48,
1466,1983,11,19,2,3,11,16,38,40,
1467,1983,11,26,2,16,17,26,30,33,
1468,1983,12,03,9,15,33,37,42,49,
1469,1983,12,10,3,19,20,28,38,43,
1470,1983,12,17,1,7,8,11,15,36,
1471,1983,12,24,15,17,31,32,40,47,
1472,1983,12,31,2,9,17,21,27,45,
1473,1984,01,07,6,19,22,40,41,46,
1474,1984,01,14,10,15,23,27,32,33,
1475,1984,01,21,3,7,16,24,28,46,
1476,1984,01,28,3,7,12,22,25,31,
1477,1984,02,04,10,32,36,37,39,44,
1478,1984,02,11,2,14,15,33,38,49,
1479,1984,02,18,3,7,19,39,41,46,
1480,1984,02,25,1,6,22,30,31,36,
1481,1984,03,03,21,25,28,32,44,45,
1482,1984,03,10,9,13,28,32,42,47,
1483,1984,03,17,6,22,24,32,45,47,
1484,1984,03,24,6,15,17,23,35,44,
1485,1984,03,31,8,13,14,21,31,43,
1486,1984,04,07,5,11,29,32,43,48,
1487,1984,04,14,1,16,20,21,32,47,
1488,1984,04,21,9,24,26,30,36,37,
1489,1984,04,28,5,12,18,33,37,47,
1490,1984,05,05,1,2,6,7,35,40,
1491,1984,05,12,4,23,24,26,31,47,
1492,1984,05,19,11,13,17,29,32,38,
1493,1984,05,26,1,21,27,34,35,41,
1494,1984,06,02,8,10,23,32,36,43,
1495,1984,06,09,1,5,7,14,41,45,
1496,1984,06,16,22,27,36,37,39,47,
1497,1984,06,23,2,6,22,25,35,36,
1498,1984,06,30,4,6,10,22,30,43,
1499,1984,07,07,10,18,26,35,46,48,
1500,1984,07,14,3,10,20,33,40,47,
1501,1984,07,21,4,10,14,16,35,46,
1502,1984,07,28,5,8,16,18,21,47,
1503,1984,08,04,12,29,31,37,39,45,
1504,1984,08,11,11,15,19,22,38,49,
1505,1984,08,18,1,4,6,17,25,41,
1506,1984,08,25,3,5,11,13,33,42,
1507,1984,09,01,5,11,22,40,47,48,
1508,1984,09,08,2,4,28,38,40,43,
1509,1984,09,15,5,7,21,31,42,48,
1510,1984,09,22,5,12,14,38,44,48,
1511,1984,09,29,5,9,12,23,32,46,
1512,1984,10,06,12,15,29,34,36,47,
1513,1984,10,13,1,14,20,22,40,45,
1514,1984,10,20,7,9,16,38,44,49,
1515,1984,10,27,19,32,33,34,40,49,
1516,1984,11,03,4,10,13,30,33,42,
1517,1984,11,10,11,12,19,21,36,49,
1518,1984,11,17,7,9,10,19,43,45,
1519,1984,11,24,10,13,17,21,46,48,
1520,1984,12,01,17,23,33,37,40,42,
1521,1984,12,08,3,6,36,37,38,49,
1522,1984,12,15,2,26,29,36,39,49,
1523,1984,12,22,15,17,18,24,31,44,
1524,1984,12,29,7,13,17,20,23,43,
1525,1985,01,05,10,21,27,34,37,40,
1526,1985,01,12,1,11,14,37,38,39,
1527,1985,01,19,21,40,41,44,48,49,
1528,1985,01,26,1,20,29,34,38,39,
1529,1985,02,02,10,16,17,31,42,43,
1530,1985,02,09,6,7,15,20,27,34,
1531,1985,02,16,2,8,11,17,19,39,
1532,1985,02,23,5,14,23,29,32,33,
1533,1985,03,02,1,6,14,24,40,47,
1534,1985,03,09,1,5,13,30,41,46,
1535,1985,03,16,1,5,7,34,42,46,
1536,1985,03,23,5,12,22,23,33,37,
1537,1985,03,30,14,16,17,30,36,48,
1538,1985,04,06,14,17,42,45,46,47,
1539,1985,04,13,6,19,22,26,35,36,
1540,1985,04,20,13,19,22,28,34,40,
1541,1985,04,27,10,18,20,26,43,46,
1542,1985,05,04,3,6,13,18,38,39,
1543,1985,05,11,3,4,11,16,22,32,
1544,1985,05,18,1,27,29,38,44,45,
1545,1985,05,25,17,28,32,33,37,49,
1546,1985,06,01,14,22,24,30,41,45,
1547,1985,06,08,12,23,28,30,45,47,
1548,1985,06,15,6,7,16,24,46,48,
1549,1985,06,22,7,9,29,42,46,49,
1550,1985,06,29,4,5,8,15,36,39,
1551,1985,07,06,4,10,11,15,20,25,
1552,1985,07,13,2,3,10,31,32,42,
1553,1985,07,20,2,15,16,22,30,35,
1554,1985,07,27,4,20,26,33,39,40,
1555,1985,08,03,1,2,21,23,30,38,
1556,1985,08,10,13,20,22,29,39,46,
1557,1985,08,17,5,9,11,18,19,48,
1558,1985,08,24,2,24,26,30,38,42,
1559,1985,08,31,1,3,13,21,24,49,
1560,1985,09,07,3,7,18,26,38,43,
1561,1985,09,14,7,14,33,34,35,45,
1562,1985,09,21,9,12,19,24,37,38,
1563,1985,09,28,3,5,7,16,34,48,
1564,1985,10,05,30,31,37,38,45,48,
1565,1985,10,12,10,12,15,34,35,49,
1566,1985,10,19,13,15,19,25,38,43,
1567,1985,10,26,15,28,38,39,44,46,
1568,1985,11,02,2,5,9,24,34,42,
1569,1985,11,09,3,14,19,20,36,46,
1570,1985,11,16,1,10,11,15,38,48,
1571,1985,11,23,8,15,31,38,39,48,
1572,1985,11,30,3,15,22,30,36,48,
1573,1985,12,07,6,12,23,28,33,48,
1574,1985,12,14,8,17,19,20,23,29,
1575,1985,12,21,7,9,17,36,37,44,
1576,1985,12,28,1,14,30,35,37,49,
1577,1986,01,04,8,31,32,33,43,46,
1578,1986,01,11,7,8,10,31,32,38,
1579,1986,01,18,3,19,28,29,36,41,
1580,1986,01,25,20,24,27,31,45,48,
1581,1986,02,01,3,6,33,37,42,43,
1582,1986,02,08,11,29,30,31,48,49,
1583,1986,02,15,14,17,29,33,44,48,
1584,1986,02,22,6,10,18,27,41,48,
1585,1986,03,01,11,13,24,26,41,42,
1586,1986,03,08,5,14,17,33,37,43,
1587,1986,03,15,20,23,28,35,36,42,
1588,1986,03,22,5,6,18,19,26,44,
1589,1986,03,29,3,6,29,31,41,45,
1590,1986,04,05,1,21,24,27,45,49,
1591,1986,04,12,11,19,24,42,46,47,
1592,1986,04,19,1,21,23,24,36,44,
1593,1986,04,26,3,24,33,35,44,49,
1594,1986,05,03,8,15,33,37,38,49,
1595,1986,05,10,3,8,14,37,41,42,
1596,1986,05,17,5,12,22,23,36,49,
1597,1986,05,24,5,12,18,26,39,42,
1598,1986,05,31,6,12,15,30,31,49,
1599,1986,06,07,3,13,14,27,38,39,
1600,1986,06,14,5,17,18,22,28,47,
1601,1986,06,21,10,21,27,29,32,49,
1602,1986,06,28,1,3,31,37,40,45,
1603,1986,07,05,2,5,6,15,18,27,
1604,1986,07,12,10,22,23,30,34,40,
1605,1986,07,19,4,6,18,28,29,45,
1606,1986,07,26,8,16,22,27,28,29,
1607,1986,08,02,6,32,33,35,44,47,
1608,1986,08,09,8,14,17,34,38,43,
1609,1986,08,16,2,3,28,31,42,49,
1610,1986,08,23,18,23,26,32,34,45,
1611,1986,08,30,1,19,32,37,39,48,
1612,1986,09,06,15,16,31,32,37,49,
1613,1986,09,13,6,10,14,16,23,28,
1614,1986,09,20,3,8,13,23,35,38,
1615,1986,09,27,17,20,27,39,47,49,
1616,1986,10,04,4,9,20,21,25,35,
1617,1986,10,11,7,17,22,26,27,35,
1618,1986,10,18,5,25,30,31,38,41,
1619,1986,10,25,10,14,19,42,44,46,
1620,1986,11,01,11,15,17,20,34,41,
1621,1986,11,08,3,5,8,23,43,48,
1622,1986,11,15,16,23,26,28,45,46,
1623,1986,11,22,6,11,12,16,17,27,
1624,1986,11,29,2,5,6,18,25,29,
1625,1986,12,06,5,9,14,28,31,33,
1626,1986,12,13,1,10,13,15,35,45,
1627,1986,12,20,15,25,27,30,42,48,
1628,1986,12,27,7,15,21,25,28,34,
1629,1987,01,03,4,7,10,21,30,40,
1630,1987,01,10,6,10,24,31,47,49,
1631,1987,01,17,19,29,31,39,40,45,
1632,1987,01,24,2,16,27,32,39,46,
1633,1987,01,31,7,19,38,40,42,49,
1634,1987,02,07,1,9,10,23,26,37,
1635,1987,02,14,13,15,30,31,42,44,
1636,1987,02,21,3,10,24,33,46,47,
1637,1987,02,28,4,5,20,23,31,43,
1638,1987,03,07,6,18,29,40,48,49,
1639,1987,03,14,14,15,28,32,33,34,
1640,1987,03,21,10,14,22,39,41,49,
1641,1987,03,28,10,13,18,41,42,43,
1642,1987,04,04,13,16,18,27,47,49,
1643,1987,04,11,1,9,14,15,22,49,
1644,1987,04,18,4,12,27,30,37,44,
1645,1987,04,25,8,16,18,36,38,45,
1646,1987,05,02,7,21,22,33,37,39,
1647,1987,05,09,2,12,14,19,23,30,
1648,1987,05,16,15,16,19,39,42,47,
1649,1987,05,23,3,8,11,21,26,45,
1650,1987,05,30,5,7,12,27,41,44,
1651,1987,06,06,10,15,22,23,26,36,
1652,1987,06,13,13,15,16,19,20,27,
1653,1987,06,20,4,15,20,24,27,40,
1654,1987,06,27,20,25,26,31,33,40,
1655,1987,07,04,1,6,17,27,29,42,
1656,1987,07,11,2,4,14,16,22,23,
1657,1987,07,18,3,25,33,38,42,43,
1658,1987,07,25,1,6,7,20,45,46,
1659,1987,08,01,1,33,43,46,48,49,
1660,1987,08,08,9,19,23,38,45,49,
1661,1987,08,15,11,17,21,23,28,31,
1662,1987,08,22,1,8,22,32,34,40,
1663,1987,08,29,1,9,25,35,36,46,
1664,1987,09,05,7,11,27,28,41,47,
1665,1987,09,12,1,5,21,40,41,45,
1666,1987,09,19,18,20,24,32,41,43,
1667,1987,09,26,8,12,19,33,43,45,
1668,1987,10,03,16,35,42,46,47,48,
1669,1987,10,10,11,15,17,41,46,49,
1670,1987,10,17,3,4,7,12,27,33,
1671,1987,10,24,11,18,19,20,33,48,
1672,1987,10,31,9,20,37,39,46,48,
1673,1987,11,07,14,21,22,23,25,42,
1674,1987,11,14,6,19,23,30,36,45,
1675,1987,11,21,18,20,23,25,31,38,
1676,1987,11,28,9,10,11,16,35,44,
1677,1987,12,05,4,6,17,22,34,42,
1678,1987,12,12,2,14,16,19,25,41,
1679,1987,12,19,21,29,31,32,38,46,
1680,1987,12,26,9,12,18,31,38,41,
1681,1988,01,02,12,19,22,25,32,45,
1682,1988,01,09,1,10,26,30,31,37,
1683,1988,01,16,6,17,36,37,42,44,
1684,1988,01,23,24,25,26,30,31,32,
1685,1988,01,30,7,27,37,40,44,49,
1686,1988,02,06,7,11,14,35,41,45,
1687,1988,02,13,2,6,19,21,36,45,
1688,1988,02,20,2,4,11,22,39,44,
1689,1988,02,27,10,22,27,31,44,45,
1690,1988,03,05,12,27,33,34,43,47,
1691,1988,03,12,9,11,18,30,36,46,
1692,1988,03,19,11,12,14,30,32,39,
1693,1988,03,26,10,11,28,38,43,47,
1694,1988,04,02,3,6,19,33,38,43,
1695,1988,04,09,12,15,22,35,42,49,
1696,1988,04,16,9,16,26,30,35,42,
1697,1988,04,23,10,12,33,40,43,44,
1698,1988,04,30,8,12,15,29,31,40,
1699,1988,05,07,2,5,19,20,40,47,
1700,1988,05,14,4,7,22,26,41,46,
1701,1988,05,21,3,15,19,20,40,41,
1702,1988,05,28,2,10,23,34,42,44,
1703,1988,06,04,18,19,20,22,35,40,
1704,1988,06,11,26,29,31,35,36,41,
1705,1988,06,18,1,10,37,43,44,47,
1706,1988,06,25,7,11,26,30,36,47,
1707,1988,07,02,4,11,19,29,38,39,
1708,1988,07,09,8,18,19,29,37,42,
1709,1988,07,16,3,23,28,30,41,45,
1710,1988,07,23,3,7,12,27,42,46,
1711,1988,07,30,4,7,25,39,40,49,
1712,1988,08,06,4,6,23,29,38,41,
1713,1988,08,13,2,9,14,16,37,44,
1714,1988,08,20,22,26,36,43,47,48,
1715,1988,08,27,9,17,21,22,28,32,
1716,1988,09,03,1,3,8,17,23,30,
1717,1988,09,10,5,14,15,20,28,45,
1718,1988,09,17,19,20,22,34,38,43,
1719,1988,09,24,3,21,23,25,27,47,
1720,1988,10,01,5,8,11,19,28,34,
1721,1988,10,08,3,8,9,13,15,39,
1722,1988,10,15,4,14,21,32,43,49,
1723,1988,10,22,4,9,24,29,30,41,
1724,1988,10,29,12,20,27,34,36,47,
1725,1988,11,05,10,15,17,21,34,38,
1726,1988,11,12,22,26,27,29,33,37,
1727,1988,11,19,5,24,29,32,37,44,
1728,1988,11,26,10,11,20,24,28,46,
1729,1988,12,03,9,11,31,42,45,47,
1730,1988,12,10,9,15,26,29,38,42,
1731,1988,12,17,34,35,39,47,48,49,
1732,1988,12,24,1,4,16,25,31,48,
1733,1988,12,31,8,12,24,33,41,49,
1734,1989,01,07,2,6,13,26,32,45,
1735,1989,01,14,6,7,12,23,35,36,
1736,1989,01,21,12,13,16,17,26,40,
1737,1989,01,28,1,5,9,17,37,49,
1738,1989,02,04,11,19,25,27,37,43,
1739,1989,02,11,14,36,40,41,43,44,
1740,1989,02,18,1,16,29,37,38,45,
1741,1989,02,25,9,12,16,21,41,42,
1742,1989,03,04,14,17,18,33,35,41,
1743,1989,03,11,19,20,42,43,44,49,
1744,1989,03,18,5,6,7,10,22,38,
1745,1989,03,25,19,37,38,39,44,48,
1746,1989,04,01,10,18,28,32,35,38,
1747,1989,04,08,6,12,24,31,43,48,
1748,1989,04,15,2,3,7,33,41,42,
1749,1989,04,22,4,9,16,22,31,34,
1750,1989,04,29,5,7,19,22,42,48,
1751,1989,05,06,4,11,12,16,25,43,
1752,1989,05,13,5,17,18,24,26,41,
1753,1989,05,20,5,6,9,35,36,47,
1754,1989,05,27,4,8,17,21,25,29,
1755,1989,06,03,7,17,19,22,23,27,
1756,1989,06,10,6,8,10,16,21,34,
1757,1989,06,17,4,8,12,32,40,41,
1758,1989,06,24,4,14,16,38,42,46,
1759,1989,07,01,4,16,19,21,24,44,
1760,1989,07,08,2,3,4,7,25,36,
1761,1989,07,15,5,15,17,24,38,49,
1762,1989,07,22,12,13,26,28,31,43,
1763,1989,07,29,2,3,12,15,30,32,
1764,1989,08,05,9,11,20,38,42,47,
1765,1989,08,12,8,11,16,17,37,47,
1766,1989,08,19,11,13,14,18,27,29,
1767,1989,08,26,1,13,20,22,40,46,
1768,1989,09,02,2,19,21,25,26,39,
1769,1989,09,09,13,26,39,42,46,47,
1770,1989,09,16,9,21,23,38,43,47,
1771,1989,09,23,6,7,12,32,39,45,
1772,1989,09,30,4,10,17,28,29,35,
1773,1989,10,07,2,4,8,23,40,49,
1774,1989,10,14,3,5,9,27,35,37,
1775,1989,10,21,4,8,13,20,21,36,
1776,1989,10,28,3,21,24,25,32,34,
1777,1989,11,04,9,27,32,37,44,47,
1778,1989,11,11,4,20,26,29,32,48,
1779,1989,11,18,2,3,27,32,33,36,
1780,1989,11,25,5,7,8,21,42,46,
1781,1989,12,02,19,23,27,46,47,48,
1782,1989,12,09,2,15,24,33,37,46,
1783,1989,12,16,3,18,26,28,31,33,
1784,1989,12,23,7,9,23,28,38,39,
1785,1989,12,30,2,15,16,44,46,49,
1786,1990,01,06,12,30,44,45,46,48,
1787,1990,01,13,6,12,15,33,37,42,
1788,1990,01,20,1,8,17,18,40,42,
1789,1990,01,27,6,9,10,12,37,42,
1790,1990,02,03,20,29,35,42,46,48,
1791,1990,02,10,10,20,21,38,46,49,
1792,1990,02,17,1,7,15,25,32,49,
1793,1990,02,24,8,12,14,17,27,46,
1794,1990,03,03,4,11,17,42,43,45,
1795,1990,03,10,4,12,21,24,29,39,
1796,1990,03,17,4,7,34,36,46,48,
1797,1990,03,24,8,14,33,38,43,49,
1798,1990,03,31,3,6,7,9,10,32,
1799,1990,04,07,3,12,26,31,42,49,
1800,1990,04,14,4,9,23,24,28,34,
1801,1990,04,21,3,13,18,25,26,38,
1802,1990,04,28,5,17,19,20,43,47,
1803,1990,05,05,7,8,20,23,35,42,
1804,1990,05,12,3,4,19,21,29,41,
1805,1990,05,19,3,6,14,25,40,41,
1806,1990,05,26,1,12,18,22,46,49,
1807,1990,06,02,1,11,26,34,35,49,
1808,1990,06,09,3,9,28,32,36,37,
1809,1990,06,16,6,17,18,26,35,39,
1810,1990,06,23,1,19,25,36,40,44,
1811,1990,06,30,2,4,5,27,28,35,
1812,1990,07,07,4,10,20,42,43,48,
1813,1990,07,14,2,10,18,22,34,37,
1814,1990,07,21,20,24,27,34,43,47,
1815,1990,07,28,3,23,24,28,37,49,
1816,1990,08,04,10,12,14,25,29,30,
1817,1990,08,11,5,7,21,25,29,36,
1818,1990,08,18,1,4,17,35,37,48,
1819,1990,08,25,16,17,33,35,40,41,
1820,1990,09,01,9,11,20,24,34,39,
1821,1990,09,08,7,9,19,22,29,35,
1822,1990,09,15,2,21,24,26,32,42,
1823,1990,09,22,2,3,17,21,38,46,
1824,1990,09,29,16,22,31,37,46,47,
1825,1990,10,06,1,7,27,31,32,41,
1826,1990,10,13,9,11,13,22,40,46,
1827,1990,10,20,15,24,25,34,43,46,
1828,1990,10,27,5,11,19,23,25,26,
1829,1990,11,03,3,25,27,33,42,49,
1830,1990,11,10,3,12,18,24,37,42,
1831,1990,11,17,14,15,17,25,34,49,
1832,1990,11,24,15,24,30,32,43,46,
1833,1990,12,01,2,6,18,33,36,47,
1834,1990,12,08,6,13,18,34,42,49,
1835,1990,12,15,7,8,26,37,40,43,
1836,1990,12,22,3,19,24,25,37,40,
1837,1990,12,29,5,13,18,29,32,35,
1838,1991,01,05,5,8,17,23,40,47,
1839,1991,01,12,2,15,22,37,39,41,
1840,1991,01,19,2,5,6,8,10,16,
1841,1991,01,26,9,19,26,34,43,47,
1842,1991,02,02,5,15,33,43,48,49,
1843,1991,02,09,4,8,31,34,38,49,
1844,1991,02,16,5,11,37,38,42,44,
1845,1991,02,23,5,6,15,19,30,33,
1846,1991,03,02,2,4,6,33,36,40,
1847,1991,03,09,13,16,21,22,27,43,
1848,1991,03,16,3,5,20,24,36,49,
1849,1991,03,23,18,24,31,37,43,49,
1850,1991,03,30,4,5,20,42,47,49,
1851,1991,04,06,11,20,26,27,38,49,
1852,1991,04,13,10,23,26,31,33,47,
1853,1991,04,20,10,12,17,37,38,49,
1854,1991,04,27,14,24,34,35,43,46,
1855,1991,05,04,19,21,30,35,36,43,
1856,1991,05,11,7,10,22,28,31,44,
